Run Group Frequency Power
1 4E 40 79969914.9646484
1 4E 41 86130122.82757236
1 4E 42 94683874.45661056
1 4E 43 101111458.35489807
1 4E 44 103240147.93589002
1 4E 45 102035986.7300815
1 4E 46 101097159.30974157
1 4E 47 102603429.50269061
1 4E 48 105252455.80519712
1 4E 49 107051471.4378559
1 4E 50 106984327.71622449
1 4E 51 104339829.45547098
1 4E 52 99820483.81141397
1 4E 53 95560775.85670827
1 4E 54 93236954.75900774
1 4E 55 94565417.39056753
1 4E 56 99498215.19138698
1 4E 57 102959113.43487659
1 4E 58 100814886.41683204
1 4E 59 97122045.22402939
1 4E 60 97708734.44563471
1 4E 61 102203389.35872519
1 4E 62 106976546.93763305
1 4E 63 108715520.31197283
1 4E 64 104229838.85482514
1 4E 65 94185803.2710697
1 4E 66 85405232.09824769
1 4E 67 83817024.87605429
1 4E 68 89370800.89679861
1 4E 69 98435180.32527566
1 4I 3 876404750.9249978
1 4I 4 802084566.6816866
1 4I 5 800783930.1569372
1 4I 6 813968958.9494305
1 4I 7 819850579.0272368
1 4I 8 815948949.1767327
1 4I 9 806254744.6543099
1 4I 10 794801299.4052142
1 4I 11 788612781.0330155
1 4I 12 789203112.7836522
1 4I 13 787071224.954798
1 4I 14 777713130.2551961
1 4I 15 765104329.6209004
1 4I 16 749681247.008748
1 4I 17 737340822.9003298
1 4I 18 739907175.8618249
1 4I 19 748462137.5081694
1 4I 20 741652995.1180222
1 4I 21 718181473.3933599
1 4I 22 686802410.65369
1 4I 23 652271523.7385952
1 4I 24 627000282.1359336
1 4I 25 621595471.5678761
1 4I 26 628654914.607654
1 4I 27 632964982.2166007
1 4I 28 622135298.4106271
1 4I 29 591942605.0182297
1 4I 30 550993233.337001
1 4I 31 511922147.2969761
1 4I 32 483383839.135186
1 4I 33 471362341.3682234
1 4I 34 471720606.5396371
1 4I 35 467146284.30667114
1 4I 36 449425585.9160819
1 4I 37 425203809.00746775
1 4I 38 396785235.3030278
1 4I 39 366178081.7991307
1 4I 40 345202152.2990862
1 4I 41 339680742.6174885
1 4I 42 341319958.14344025
1 4I 43 339766031.65901124
1 4I 44 329591002.76632106
1 4I 45 310936968.29072946
1 4I 46 289357336.9111557
1 4I 47 270867233.48433685
1 4I 48 256307107.74764553
1 4I 49 243614707.8450274
1 4I 50 231367910.89294186
1 4I 51 216477296.40437925
1 4I 52 196310545.68772542
1 4I 53 175179902.33714172
1 4I 54 160027101.87980187
1 4I 55 152315295.34716952
1 4I 56 148800391.1127122
1 4I 57 143541244.72692496
1 4I 58 131229013.65158087
1 4I 59 114236877.6757124
1 4I 60 100031785.82144915
1 4I 61 91760189.12294133
1 4I 62 86936594.56580651
1 4I 63 81963863.881877
1 4I 64 74214850.40411241
1 4I 65 63287811.533054695
1 4I 66 51875599.397760004
1 4I 67 42991352.60171546
1 4I 68 37833660.36578754
1 4I 69 36506489.42906913
1 5E 3 944891524.3307691
1 5E 4 858161419.6411372
1 5E 5 888540449.4553382
1 5E 6 943962618.5784947
1 5E 7 965564486.6538298
1 5E 8 939811371.9032003
1 5E 9 883860480.47717
1 5E 10 822024663.2986288
1 5E 11 789601715.50892
1 5E 12 802547151.4485165
1 5E 13 833771046.4684806
1 5E 14 857810789.0329094
1 5E 15 867396910.0096562
1 5E 16 848998605.2245076
1 5E 17 816396448.990303
1 5E 18 810774941.5830733
1 5E 19 823584819.4085269
1 5E 20 817545007.5398322
1 5E 21 800426041.0386974
1 5E 22 788315200.509661
1 5E 23 771111622.4920189
1 5E 24 748965883.9974934
1 5E 25 737824759.8504584
1 5E 26 746616116.1753783
1 5E 27 769459690.1753237
1 5E 28 781822861.8407866
1 5E 29 756587559.4933742
1 5E 30 698456180.1077263
1 5E 31 640557369.6570446
1 5E 32 603891166.4775376
1 5E 33 591044808.2108164
1 5E 34 602162464.8468564
1 5E 35 620503946.519521
1 5E 36 613462390.6393924
1 5E 37 559373713.7627741
1 5E 38 467311294.1715485
1 5E 39 382119632.66212535
1 5E 40 349095632.52843267
1 5E 41 370680295.80484486
1 5E 42 414647455.80203736
1 5E 43 443731761.38395727
1 5E 44 433979427.110859
1 5E 45 388294137.54523873
1 5E 46 333120880.689989
1 5E 47 298398737.066393
1 5E 48 294676743.7334925
1 5E 49 310607905.7016285
1 5E 50 332239538.52739847
1 5E 51 344020563.51555675
1 5E 52 325450243.91347337
1 5E 53 277198573.40682083
1 5E 54 228772304.29276416
1 5E 55 204086863.88783014
1 5E 56 200973507.22429785
1 5E 57 205815907.08582062
1 5E 58 207943969.31362867
1 5E 59 202688977.82515526
1 5E 60 191902003.25954497
1 5E 61 176954170.2982576
1 5E 62 157255795.95035386
1 5E 63 137686432.71188855
1 5E 64 120223823.84979376
1 5E 65 101534403.86030886
1 5E 66 85811116.94325188
1 5E 67 76613826.47459525
1 5E 68 69019115.5670512
1 5E 69 62367361.747532204
1 5I 3 973562560.3818588
1 5I 4 834615564.8131347
1 5I 5 821991929.2970741
1 5I 6 836561238.2769144
1 5I 7 841043596.0436375
1 5I 8 830086650.7352383
1 5I 9 811048984.3623805
1 5I 10 791638039.8654501
1 5I 11 782996956.016551
1 5I 12 788683161.8272941
1 5I 13 795128694.8937337
1 5I 14 793310483.2762313
1 5I 15 785426350.6197314
1 5I 16 768964049.2277582
1 5I 17 751071818.4125531
1 5I 18 751224376.1281987
1 5I 19 763132386.8983965
1 5I 20 763040152.4080019
1 5I 21 749846435.1088047
1 5I 22 729877460.2202885
1 5I 23 701577313.1397319
1 5I 24 675674986.5526335
1 5I 25 666818399.5784981
1 5I 26 672736555.9652114
1 5I 27 681480138.1305327
1 5I 28 678783059.3123535
1 5I 29 652899747.7080355
