Run NumNeurons Group meanFR meanCV
5 38556 all 5.4979 0.613
5 38556 2/3E 3.139 0.453
5 38556 2/3I 6.4204 0.5849
5 38556 4E 2.3781 0.481
5 38556 4I 7.4593 0.765
5 38556 5E 10.1268 0.7802
5 38556 5I 9.7149 0.6787
5 38556 6E 0.1303 0.4828
5 38556 6I 8.6138 0.6787
6 38556 all 5.5396 0.6005
6 38556 2/3E 3.332 0.4341
6 38556 2/3I 6.5425 0.5702
6 38556 4E 2.4163 0.497
6 38556 4I 7.3259 0.7504
6 38556 5E 10.0775 0.7681
6 38556 5I 9.758 0.6728
6 38556 6E 0.0753 0.439
6 38556 6I 8.6504 0.6726
7 38556 all 5.5 0.6034
7 38556 2/3E 3.158 0.4515
7 38556 2/3I 6.4136 0.5512
7 38556 4E 2.437 0.4868
7 38556 4I 7.363 0.7254
7 38556 5E 10.1133 0.7552
7 38556 5I 9.7427 0.6761
7 38556 6E 0.1194 0.5143
7 38556 6I 8.5894 0.6664
8 38556 all 5.4569 0.594
8 38556 2/3E 3.1936 0.4503
8 38556 2/3I 6.4204 0.564
8 38556 4E 2.3308 0.4811
8 38556 4I 7.3519 0.7333
8 38556 5E 9.9662 0.7515
8 38556 5I 9.7412 0.665
8 38556 6E 0.1036 0.4509
8 38556 6I 8.5501 0.6558
9 38556 all 5.5848 0.6197
9 38556 2/3E 3.1982 0.449
9 38556 2/3I 6.406 0.5727
9 38556 4E 2.442 0.4751
9 38556 4I 7.4889 0.754
9 38556 5E 10.3194 0.7848
9 38556 5I 9.8757 0.6911
9 38556 6E 0.1203 0.5426
9 38556 6I 8.7033 0.6886
0 42408 all 5.4968 0.6166
0 42408 2/3E 3.0698 0.4405
0 42408 2/3I 6.3496 0.5658
0 42408 4E 2.5024 0.4593
0 42408 4I 7.3838 0.767
0 42408 5E 10.1767 0.8034
0 42408 5I 9.6494 0.6937
0 42408 6E 0.1836 0.4935
0 42408 6I 8.5395 0.7096
1 42408 all 5.6968 0.6212
1 42408 2/3E 3.2737 0.4555
1 42408 2/3I 6.5231 0.5676
1 42408 4E 2.5808 0.4731
1 42408 4I 7.4815 0.7702
1 42408 5E 10.5506 0.7906
1 42408 5I 9.9468 0.6942
1 42408 6E 0.1535 0.5288
1 42408 6I 8.6519 0.6894
2 42408 all 5.4337 0.6039
2 42408 2/3E 3.0631 0.4571
2 42408 2/3I 6.3165 0.5555
2 42408 4E 2.4821 0.4664
2 42408 4I 7.2593 0.7404
2 42408 5E 10.0209 0.7414
2 42408 5I 9.7246 0.6628
2 42408 6E 0.103 0.57
2 42408 6I 8.4914 0.6371
3 42408 all 5.5716 0.6154
3 42408 2/3E 3.2885 0.4676
3 42408 2/3I 6.5487 0.5704
3 42408 4E 2.5454 0.464
3 42408 4I 7.4007 0.783
3 42408 5E 10.1543 0.7844
3 42408 5I 9.9108 0.6831
3 42408 6E 0.1028 0.4791
3 42408 6I 8.5679 0.6915
4 42408 all 5.5372 0.6223
4 42408 2/3E 3.1979 0.4358
4 42408 2/3I 6.4057 0.5606
4 42408 4E 2.5363 0.4812
4 42408 4I 7.3468 0.7566
4 42408 5E 10.1814 0.7947
4 42408 5I 9.7638 0.6884
4 42408 6E 0.1222 0.5566
4 42408 6I 8.5963 0.7042
5 42408 all 5.6516 0.627
5 42408 2/3E 3.274 0.4599
5 42408 2/3I 6.5574 0.5778
5 42408 4E 2.5499 0.4853
5 42408 4I 7.5758 0.78
5 42408 5E 10.3923 0.7912
5 42408 5I 9.8882 0.6801
5 42408 6E 0.1566 0.5435
5 42408 6I 8.6852 0.6979
6 42408 all 5.427 0.6364
6 42408 2/3E 3.0879 0.4395
6 42408 2/3I 6.3602 0.5556
6 42408 4E 2.3902 0.4949
6 42408 4I 7.2256 0.7342
6 42408 5E 9.9978 0.7764
6 42408 5I 9.5948 0.6718
6 42408 6E 0.1374 0.7489
6 42408 6I 8.4617 0.6699
7 42408 all 5.6851 0.5919
7 42408 2/3E 3.3189 0.4475
7 42408 2/3I 6.5843 0.5684
7 42408 4E 2.6064 0.4912
7 42408 4I 7.4512 0.7226
7 42408 5E 10.4846 0.8001
7 42408 5I 9.8816 0.6897
7 42408 6E 0.121 0.3464
7 42408 6I 8.6469 0.6692
8 42408 all 5.7948 0.628
8 42408 2/3E 3.3727 0.4429
8 42408 2/3I 6.6835 0.5802
8 42408 4E 2.6569 0.4767
8 42408 4I 7.5657 0.7684
8 42408 5E 10.7142 0.8189
8 42408 5I 10.0512 0.7218
8 42408 6E 0.1346 0.5096
8 42408 6I 8.7321 0.7055
9 42408 all 5.4988 0.6194
9 42408 2/3E 3.1913 0.4352
9 42408 2/3I 6.4082 0.5712
9 42408 4E 2.4392 0.4562
9 42408 4I 7.4377 0.7525
9 42408 5E 10.0669 0.7888
9 42408 5I 9.7565 0.6891
9 42408 6E 0.1348 0.5777
9 42408 6I 8.5605 0.6845
0 46278 all 5.3731 0.626
0 46278 2/3E 2.9763 0.4602
0 46278 2/3I 6.1914 0.5641
0 46278 4E 2.4355 0.5008
0 46278 4I 7.216 0.7599
0 46278 5E 9.9564 0.7698
0 46278 5I 9.5623 0.6734
0 46278 6E 0.1447 0.5936
0 46278 6I 8.423 0.6862
1 46278 all 5.3911 0.6332
1 46278 2/3E 3.0032 0.4633
1 46278 2/3I 6.2685 0.5556
1 46278 4E 2.5528 0.4998
1 46278 4I 7.2562 0.7892
1 46278 5E 9.945 0.769
1 46278 5I 9.6055 0.6755
1 46278 6E 0.1317 0.6207
1 46278 6I 8.414 0.6922
2 46278 all 5.4955 0.6307
2 46278 2/3E 3.1388 0.4243
2 46278 2/3I 6.3885 0.5669
2 46278 4E 2.5266 0.487
2 46278 4I 7.2747 0.7249
2 46278 5E 10.1257 0.7988
2 46278 5I 9.751 0.6899
2 46278 6E 0.1157 0.6687
2 46278 6I 8.4602 0.6852
3 46278 all 5.5829 0.5958
3 46278 2/3E 3.2303 0.4395
3 46278 2/3I 6.4616 0.5787
3 46278 4E 2.5031 0.4622
3 46278 4I 7.3179 0.7405
3 46278 5E 10.2889 0.771
3 46278 5I 9.7985 0.6694
3 46278 6E 0.1252 0.4421
3 46278 6I 8.6351 0.6628
4 46278 all 5.7489 0.6284
4 46278 2/3E 3.3714 0.4178
4 46278 2/3I 6.6632 0.5741
4 46278 4E 2.6998 0.4764
4 46278 4I 7.4784 0.7543
4 46278 5E 10.5832 0.7854
4 46278 5I 10.0554 0.6858
4 46278 6E 0.103 0.6493
4 46278 6I 8.6554 0.6843
5 46278 all 5.4591 0.6084
5 46278 2/3E 3.0743 0.4606
5 46278 2/3I 6.3296 0.5542
5 46278 4E 2.4417 0.4786
5 46278 4I 7.2963 0.734
5 46278 5E 10.0812 0.7485
5 46278 5I 9.7096 0.6782
5 46278 6E 0.1412 0.5403
5 46278 6I 8.4907 0.6725
6 46278 all 5.1835 0.5747
6 46278 2/3E 2.8505 0.4256
6 46278 2/3I 6.024 0.5459
6 46278 4E 2.3678 0.468
6 46278 4I 7.0679 0.6829
6 46278 5E 9.5026 0.7175
6 46278 5I 9.4594 0.6461
6 46278 6E 0.1699 0.4571
6 46278 6I 8.2775 0.6544
7 46278 all 5.4248 0.5957
7 46278 2/3E 3.0514 0.4351
7 46278 2/3I 6.2908 0.5444
7 46278 4E 2.4569 0.4923
7 46278 4I 7.1975 0.7375
7 46278 5E 10.0641 0.7384
7 46278 5I 9.6073 0.6535
7 46278 6E 0.0954 0.4873
7 46278 6I 8.3824 0.6771
8 46278 all 5.3946 0.6046
8 46278 2/3E 3.1001 0.4493
8 46278 2/3I 6.3005 0.5646
8 46278 4E 2.4893 0.478
8 46278 4I 7.1975 0.7349
8 46278 5E 9.8628 0.7596
8 46278 5I 9.6402 0.6627
8 46278 6E 0.1278 0.5111
8 46278 6I 8.4535 0.6761
9 46278 all 5.4271 0.6124
9 46278 2/3E 3.0668 0.4256
9 46278 2/3I 6.2891 0.5626
9 46278 4E 2.4424 0.4934
9 46278 4I 7.2438 0.7439
9 46278 5E 10.0072 0.7665
9 46278 5I 9.6865 0.6656
9 46278 6E 0.1324 0.5841
9 46278 6I 8.4399 0.6573
0 50112 all 5.7146 0.6177
0 50112 2/3E 3.2665 0.4403
0 50112 2/3I 6.5231 0.5724
0 50112 4E 2.5939 0.4758
0 50112 4I 7.3789 0.7383
0 50112 5E 10.6097 0.7776
0 50112 5I 9.9657 0.6764
0 50112 6E 0.1521 0.5646
0 50112 6I 8.6948 0.6959
1 50112 all 5.3143 0.5854
1 50112 2/3E 2.9385 0.4274
1 50112 2/3I 6.1452 0.5415
1 50112 4E 2.4195 0.4761
1 50112 4I 7.1225 0.7219
1 50112 5E 9.8388 0.7441
1 50112 5I 9.5381 0.6604
1 50112 6E 0.11 0.4599
1 50112 6I 8.3745 0.6518
2 50112 all 5.7233 0.6143
2 50112 2/3E 3.3326 0.4515
2 50112 2/3I 6.5463 0.5534
2 50112 4E 2.6405 0.4567
2 50112 4I 7.4558 0.7644
2 50112 5E 10.5787 0.7732
2 50112 5I 10.0113 0.6815
2 50112 6E 0.1006 0.553
2 50112 6I 8.7074 0.681
3 50112 all 5.3457 0.5965
3 50112 2/3E 3.0332 0.4611
3 50112 2/3I 6.2338 0.564
3 50112 4E 2.3487 0.4724
3 50112 4I 7.1083 0.7266
3 50112 5E 9.854 0.7442
3 50112 5I 9.5229 0.6609
3 50112 6E 0.1047 0.489
3 50112 6I 8.4215 0.6538
4 50112 all 5.3076 0.5757
4 50112 2/3E 2.9887 0.4358
4 50112 2/3I 6.1816 0.5531
4 50112 4E 2.3825 0.4546
4 50112 4I 7.1396 0.7239
4 50112 5E 9.767 0.7461
4 50112 5I 9.5167 0.643
4 50112 6E 0.1056 0.3895
4 50112 6I 8.4267 0.6594
5 50112 all 5.3377 0.5954
5 50112 2/3E 2.9982 0.4378
5 50112 2/3I 6.1715 0.5556
5 50112 4E 2.4674 0.4728
5 50112 4I 7.0199 0.7311
5 50112 5E 9.859 0.7647
5 50112 5I 9.6101 0.6697
5 50112 6E 0.0788 0.4628
5 50112 6I 8.3443 0.6689
6 50112 all 5.6699 0.6017
6 50112 2/3E 3.2475 0.4222
6 50112 2/3I 6.4898 0.56
6 50112 4E 2.6111 0.4704
6 50112 4I 7.3333 0.7208
6 50112 5E 10.5388 0.7498
6 50112 5I 9.8768 0.6451
6 50112 6E 0.115 0.5985
6 50112 6I 8.5884 0.6471
7 50112 all 5.6077 0.5967
7 50112 2/3E 3.2776 0.4259
7 50112 2/3I 6.4708 0.5628
7 50112 4E 2.4508 0.4735
7 50112 4I 7.3362 0.7234
7 50112 5E 10.3435 0.7661
7 50112 5I 9.8751 0.675
7 50112 6E 0.0912 0.4909
7 50112 6I 8.6166 0.6562
8 50112 all 5.5904 0.6051
8 50112 2/3E 3.1905 0.4409
8 50112 2/3I 6.3721 0.577
8 50112 4E 2.5639 0.469
8 50112 4I 7.4302 0.7464
8 50112 5E 10.3472 0.7734
8 50112 5I 9.8408 0.6775
8 50112 6E 0.138 0.4736
8 50112 6I 8.5603 0.6833
9 50112 all 5.316 0.6045
9 50112 2/3E 3.0052 0.4489
9 50112 2/3I 6.1531 0.5415
9 50112 4E 2.3908 0.4891
9 50112 4I 7.1254 0.7289
9 50112 5E 9.7768 0.7608
9 50112 5I 9.5702 0.6775
9 50112 6E 0.1096 0.5306
9 50112 6I 8.386 0.6586
0 53982 all 5.5779 0.6113
0 53982 2/3E 3.2188 0.4703
0 53982 2/3I 6.4674 0.5716
0 53982 4E 2.5671 0.4665
0 53982 4I 7.2354 0.7404
0 53982 5E 10.296 0.7899
0 53982 5I 9.8185 0.6864
0 53982 6E 0.0849 0.4803
0 53982 6I 8.5884 0.6847
1 53982 all 5.3625 0.6013
1 53982 2/3E 2.9395 0.4453
1 53982 2/3I 6.1214 0.572
1 53982 4E 2.4836 0.4766
1 53982 4I 7.0185 0.7156
1 53982 5E 9.9817 0.7538
1 53982 5I 9.5722 0.6651
1 53982 6E 0.124 0.5188
1 53982 6I 8.4135 0.6629
2 53982 all 5.2397 0.6167
2 53982 2/3E 2.8412 0.4496
2 53982 2/3I 6.0431 0.5592
2 53982 4E 2.4907 0.4941
2 53982 4I 6.9365 0.7179
2 53982 5E 9.7039 0.7398
2 53982 5I 9.4799 0.6554
2 53982 6E 0.1228 0.6647
2 53982 6I 8.3043 0.6526
3 53982 all 5.3536 0.5795
3 53982 2/3E 3.0239 0.425
3 53982 2/3I 6.2403 0.5498
3 53982 4E 2.4504 0.465
3 53982 4I 7.1349 0.7182
3 53982 5E 9.8337 0.726
3 53982 5I 9.6082 0.6543
3 53982 6E 0.1125 0.4485
3 53982 6I 8.4541 0.6488
4 53982 all 5.4536 0.5789
4 53982 2/3E 3.1364 0.4219
4 53982 2/3I 6.2927 0.5534
4 53982 4E 2.5363 0.4662
4 53982 4I 7.1376 0.7134
4 53982 5E 10.0346 0.7375
4 53982 5I 9.7251 0.6507
4 53982 6E 0.0867 0.4303
4 53982 6I 8.4522 0.6582
5 53982 all 5.1562 0.6006
5 53982 2/3E 2.8959 0.4357
5 53982 2/3I 6.0362 0.5556
5 53982 4E 2.3431 0.4903
5 53982 4I 6.8915 0.7177
5 53982 5E 9.4554 0.7487
5 53982 5I 9.3328 0.6642
5 53982 6E 0.0905 0.5289
5 53982 6I 8.2812 0.664
6 53982 all 5.4179 0.5773
6 53982 2/3E 3.0902 0.4404
6 53982 2/3I 6.2937 0.5635
6 53982 4E 2.4812 0.4785
6 53982 4I 7.0608 0.7007
6 53982 5E 10.0034 0.7633
6 53982 5I 9.6322 0.6707
6 53982 6E 0.0758 0.3455
6 53982 6I 8.4164 0.6555
7 53982 all 5.5417 0.5965
7 53982 2/3E 3.1106 0.4646
7 53982 2/3I 6.3064 0.5516
7 53982 4E 2.5185 0.4675
7 53982 4I 7.209 0.7156
7 53982 5E 10.3312 0.769
7 53982 5I 9.7762 0.6598
7 53982 6E 0.0938 0.4689
7 53982 6I 8.5807 0.6754
8 53982 all 5.5831 0.5987
8 53982 2/3E 3.2022 0.4259
8 53982 2/3I 6.4337 0.5597
8 53982 4E 2.6341 0.4873
8 53982 4I 7.328 0.7549
8 53982 5E 10.282 0.7744
8 53982 5I 9.8513 0.6898
8 53982 6E 0.1357 0.4098
8 53982 6I 8.5585 0.6878
9 53982 all 5.2442 0.5995
9 53982 2/3E 2.9142 0.4483
9 53982 2/3I 6.094 0.5477
9 53982 4E 2.5043 0.4602
9 53982 4I 6.9841 0.6842
9 53982 5E 9.636 0.7295
9 53982 5I 9.5143 0.6293
9 53982 6E 0.0938 0.6699
9 53982 6I 8.3488 0.627
0 57834 all 5.2714 0.591
0 57834 2/3E 2.9392 0.442
0 57834 2/3I 6.0782 0.5553
0 57834 4E 2.4268 0.4715
0 57834 4I 7.0074 0.7069
0 57834 5E 9.7093 0.7268
0 57834 5I 9.5619 0.6481
0 57834 6E 0.1126 0.5178
0 57834 6I 8.3234 0.6593
1 57834 all 5.4477 0.6097
1 57834 2/3E 3.1098 0.4412
1 57834 2/3I 6.2894 0.5506
1 57834 4E 2.4953 0.4862
1 57834 4I 7.1531 0.73
1 57834 5E 10.0327 0.7672
1 57834 5I 9.6852 0.6589
1 57834 6E 0.1156 0.5757
1 57834 6I 8.5113 0.6676
2 57834 all 5.3803 0.5981
2 57834 2/3E 3.0062 0.4325
2 57834 2/3I 6.1939 0.5551
2 57834 4E 2.4815 0.4887
2 57834 4I 7.0321 0.7195
2 57834 5E 9.9653 0.7599
2 57834 5I 9.6555 0.6626
2 57834 6E 0.0993 0.5126
2 57834 6I 8.3659 0.6535
3 57834 all 5.3295 0.622
3 57834 2/3E 2.9897 0.4583
3 57834 2/3I 6.1797 0.5571
3 57834 4E 2.4925 0.4805
3 57834 4I 7.0593 0.7573
3 57834 5E 9.8353 0.7672
3 57834 5I 9.5478 0.6617
3 57834 6E 0.0928 0.6408
3 57834 6I 8.3487 0.6533
4 57834 all 5.5432 0.5864
4 57834 2/3E 3.1266 0.3999
4 57834 2/3I 6.326 0.5599
4 57834 4E 2.55 0.464
4 57834 4I 7.158 0.7258
4 57834 5E 10.3307 0.7547
4 57834 5I 9.7831 0.6733
4 57834 6E 0.092 0.463
4 57834 6I 8.449 0.6504
5 57834 all 5.465 0.6097
5 57834 2/3E 3.0028 0.4608
5 57834 2/3I 6.2263 0.5514
5 57834 4E 2.6335 0.484
5 57834 4I 6.9383 0.71
5 57834 5E 10.2193 0.7695
5 57834 5I 9.6823 0.6834
5 57834 6E 0.0919 0.5581
5 57834 6I 8.4264 0.6604
6 57834 all 5.2926 0.5688
6 57834 2/3E 2.8907 0.4455
6 57834 2/3I 6.0608 0.5487
6 57834 4E 2.5191 0.482
6 57834 4I 6.9802 0.7039
6 57834 5E 9.8386 0.7366
6 57834 5I 9.5205 0.654
6 57834 6E 0.0939 0.3228
6 57834 6I 8.318 0.6568
7 57834 all 5.3059 0.5977
7 57834 2/3E 2.9044 0.4286
7 57834 2/3I 6.0677 0.5474
7 57834 4E 2.56 0.4717
7 57834 4I 6.9654 0.686
7 57834 5E 9.845 0.7307
7 57834 5I 9.5107 0.6284
7 57834 6E 0.1322 0.6362
7 57834 6I 8.28 0.6526
8 57834 all 5.4711 0.5943
8 57834 2/3E 3.077 0.4203
8 57834 2/3I 6.2908 0.5619
8 57834 4E 2.529 0.4635
8 57834 4I 7.0667 0.7444
8 57834 5E 10.1695 0.7829
8 57834 5I 9.6477 0.6778
8 57834 6E 0.1109 0.433
8 57834 6I 8.4038 0.6705
9 57834 all 5.4484 0.6169
9 57834 2/3E 3.0021 0.4495
9 57834 2/3I 6.2003 0.5533
9 57834 4E 2.5732 0.5036
9 57834 4I 7.0716 0.7309
9 57834 5E 10.1723 0.7701
9 57834 5I 9.6691 0.6761
9 57834 6E 0.1061 0.5919
9 57834 6I 8.402 0.6598
0 61686 all 5.4619 0.5851
0 61686 2/3E 3.1129 0.4397
0 61686 2/3I 6.2793 0.5724
0 61686 4E 2.4854 0.4612
0 61686 4I 7.0694 0.6939
0 61686 5E 10.1257 0.7359
0 61686 5I 9.6662 0.6331
0 61686 6E 0.0908 0.4923
0 61686 6I 8.4003 0.6526
1 61686 all 5.4057 0.5873
1 61686 2/3E 3.0158 0.449
1 61686 2/3I 6.1939 0.5594
1 61686 4E 2.517 0.4544
1 61686 4I 6.9907 0.7188
1 61686 5E 10.0549 0.7821
1 61686 5I 9.6241 0.6795
1 61686 6E 0.0983 0.3894
1 61686 6I 8.3265 0.6658
2 61686 all 5.465 0.5889
2 61686 2/3E 3.0161 0.4375
2 61686 2/3I 6.2239 0.5612
2 61686 4E 2.5947 0.4826
2 61686 4I 7.0995 0.7068
2 61686 5E 10.2138 0.7478
2 61686 5I 9.652 0.6335
2 61686 6E 0.1069 0.5135
2 61686 6I 8.3732 0.6286
3 61686 all 5.4585 0.6074
3 61686 2/3E 3.0942 0.4797
3 61686 2/3I 6.3299 0.5759
3 61686 4E 2.5206 0.5
3 61686 4I 7.0556 0.7428
3 61686 5E 10.0885 0.7995
3 61686 5I 9.6429 0.6836
3 61686 6E 0.1398 0.405
3 61686 6I 8.3723 0.6732
4 61686 all 5.2154 0.5755
4 61686 2/3E 2.9392 0.4371
4 61686 2/3I 6.0879 0.5552
4 61686 4E 2.3926 0.4643
4 61686 4I 6.9074 0.7132
4 61686 5E 9.5968 0.7383
4 61686 5I 9.3978 0.6414
4 61686 6E 0.0856 0.4012
4 61686 6I 8.212 0.6531
5 61686 all 5.3046 0.5933
5 61686 2/3E 2.9756 0.4536
5 61686 2/3I 6.1647 0.5666
5 61686 4E 2.6159 0.4739
5 61686 4I 6.9259 0.7022
5 61686 5E 9.7565 0.7268
5 61686 5I 9.5583 0.6547
5 61686 6E 0.0901 0.521
5 61686 6I 8.2604 0.6473
6 61686 all 5.3671 0.5726
6 61686 2/3E 2.9704 0.4299
6 61686 2/3I 6.1502 0.5477
6 61686 4E 2.5092 0.4725
6 61686 4I 6.9699 0.7236
6 61686 5E 9.9887 0.7452
6 61686 5I 9.5533 0.646
6 61686 6E 0.1062 0.3594
6 61686 6I 8.3265 0.6564
7 61686 all 5.2664 0.6231
7 61686 2/3E 2.8707 0.4765
7 61686 2/3I 6.0365 0.5329
7 61686 4E 2.5227 0.4956
7 61686 4I 6.9583 0.7651
7 61686 5E 9.7692 0.768
7 61686 5I 9.497 0.6778
7 61686 6E 0.1231 0.6006
7 61686 6I 8.2494 0.6682
8 61686 all 5.4931 0.616
8 61686 2/3E 3.0423 0.4568
8 61686 2/3I 6.2909 0.5539
8 61686 4E 2.706 0.4902
8 61686 4I 7.1644 0.739
8 61686 5E 10.2189 0.7579
8 61686 5I 9.6795 0.6619
8 61686 6E 0.1345 0.5933
8 61686 6I 8.363 0.6754
9 61686 all 5.363 0.5796
9 61686 2/3E 2.9154 0.419
9 61686 2/3I 6.1137 0.5525
9 61686 4E 2.5341 0.4811
9 61686 4I 7.0185 0.6946
9 61686 5E 10.0259 0.7337
9 61686 5I 9.5665 0.6341
9 61686 6E 0.1101 0.4719
9 61686 6I 8.2977 0.6501
0 65556 all 5.2905 0.5913
0 65556 2/3E 2.8784 0.4229
0 65556 2/3I 6.0073 0.5499
0 65556 4E 2.4912 0.4731
0 65556 4I 6.8976 0.6667
0 65556 5E 9.8854 0.7325
0 65556 5I 9.5104 0.6394
0 65556 6E 0.0944 0.6025
0 65556 6I 8.2055 0.6432
1 65556 all 5.6443 0.5847
1 65556 2/3E 3.2063 0.4253
1 65556 2/3I 6.4118 0.5604
1 65556 4E 2.7271 0.4831
1 65556 4I 7.1481 0.6756
1 65556 5E 10.5149 0.7583
1 65556 5I 9.9175 0.6575
1 65556 6E 0.0825 0.4841
1 65556 6I 8.5137 0.6332
2 65556 all 5.1959 0.5817
2 65556 2/3E 2.8031 0.4506
2 65556 2/3I 5.9814 0.5425
2 65556 4E 2.5166 0.4877
2 65556 4I 6.8126 0.6934
2 65556 5E 9.6851 0.7277
2 65556 5I 9.3548 0.6224
2 65556 6E 0.0792 0.5034
2 65556 6I 8.1489 0.6257
3 65556 all 5.2341 0.5826
3 65556 2/3E 2.8429 0.4254
3 65556 2/3I 6.0133 0.5413
3 65556 4E 2.46 0.4896
3 65556 4I 6.8279 0.7086
3 65556 5E 9.748 0.726
3 65556 5I 9.4717 0.6404
3 65556 6E 0.0788 0.4922
3 65556 6I 8.2119 0.6375
4 65556 all 5.1973 0.5942
4 65556 2/3E 2.847 0.4243
4 65556 2/3I 6.0173 0.5368
4 65556 4E 2.4971 0.4889
4 65556 4I 6.9325 0.708
4 65556 5E 9.6252 0.7346
4 65556 5I 9.375 0.6461
4 65556 6E 0.0773 0.5687
4 65556 6I 8.2119 0.6461
5 65556 all 5.3735 0.5953
5 65556 2/3E 3.0205 0.4499
5 65556 2/3I 6.1956 0.5546
5 65556 4E 2.5804 0.4781
5 65556 4I 7.085 0.7125
5 65556 5E 9.9256 0.757
5 65556 5I 9.5745 0.6672
5 65556 6E 0.1028 0.485
5 65556 6I 8.3337 0.6585
6 65556 all 5.1746 0.6008
6 65556 2/3E 2.7999 0.4471
6 65556 2/3I 5.9492 0.5473
6 65556 4E 2.4366 0.4761
6 65556 4I 6.78 0.6993
6 65556 5E 9.6447 0.7172
6 65556 5I 9.381 0.6263
6 65556 6E 0.0559 0.6422
6 65556 6I 8.1864 0.6506
7 65556 all 5.028 0.5696
7 65556 2/3E 2.6696 0.4452
7 65556 2/3I 5.8044 0.5321
7 65556 4E 2.4537 0.4697
7 65556 4I 6.7298 0.6721
7 65556 5E 9.3097 0.717
7 65556 5I 9.2396 0.636
7 65556 6E 0.0989 0.4542
7 65556 6I 8.082 0.6304
8 65556 all 5.3545 0.5879
8 65556 2/3E 2.9156 0.4425
8 65556 2/3I 6.0528 0.5532
8 65556 4E 2.5268 0.4677
8 65556 4I 7.024 0.6799
8 65556 5E 10.0385 0.7319
8 65556 5I 9.5203 0.6291
8 65556 6E 0.0887 0.5493
8 65556 6I 8.2963 0.6498
9 65556 all 5.3228 0.5828
9 65556 2/3E 2.9074 0.482
9 65556 2/3I 6.0839 0.5595
9 65556 4E 2.5682 0.4763
9 65556 4I 6.8671 0.7053
9 65556 5E 9.9061 0.7276
9 65556 5I 9.5173 0.6425
9 65556 6E 0.1157 0.407
9 65556 6I 8.3106 0.6618
0 69390 all 5.5219 0.588
0 69390 2/3E 3.1272 0.4483
0 69390 2/3I 6.2901 0.5553
0 69390 4E 2.6445 0.4805
0 69390 4I 7.0247 0.6806
0 69390 5E 10.274 0.7301
0 69390 5I 9.6973 0.6388
0 69390 6E 0.0932 0.5236
0 69390 6I 8.4196 0.6469
1 69390 all 5.3528 0.6049
1 69390 2/3E 2.9795 0.4538
1 69390 2/3I 6.1677 0.5489
1 69390 4E 2.5048 0.4783
1 69390 4I 6.93 0.7207
1 69390 5E 9.9257 0.7615
1 69390 5I 9.5564 0.6578
1 69390 6E 0.1123 0.5754
1 69390 6I 8.2945 0.6429
2 69390 all 5.2118 0.5809
2 69390 2/3E 2.7849 0.4377
2 69390 2/3I 5.9306 0.5434
2 69390 4E 2.5265 0.4708
2 69390 4I 6.749 0.6927
2 69390 5E 9.72 0.7069
2 69390 5I 9.5068 0.6264
2 69390 6E 0.0927 0.5302
2 69390 6I 8.1853 0.6393
3 69390 all 5.2989 0.5721
3 69390 2/3E 2.9107 0.4244
3 69390 2/3I 6.0576 0.5397
3 69390 4E 2.4882 0.4727
3 69390 4I 6.9424 0.6916
3 69390 5E 9.8409 0.7414
3 69390 5I 9.5113 0.6454
3 69390 6E 0.109 0.4188
3 69390 6I 8.3352 0.643
4 69390 all 5.2748 0.5781
4 69390 2/3E 2.9312 0.4445
4 69390 2/3I 6.0751 0.5463
4 69390 4E 2.4836 0.4699
4 69390 4I 6.7757 0.6777
4 69390 5E 9.7806 0.7309
4 69390 5I 9.5072 0.6461
4 69390 6E 0.0653 0.4604
4 69390 6I 8.2644 0.649
5 69390 all 5.2667 0.5761
5 69390 2/3E 2.8748 0.4579
5 69390 2/3I 6.0492 0.5359
5 69390 4E 2.5505 0.4674
5 69390 4I 6.8724 0.6425
5 69390 5E 9.798 0.717
5 69390 5I 9.4345 0.6273
5 69390 6E 0.0897 0.5334
5 69390 6I 8.2418 0.6271
6 69390 all 5.1221 0.6043
6 69390 2/3E 2.6951 0.4711
6 69390 2/3I 5.8677 0.5352
6 69390 4E 2.5915 0.4976
6 69390 4I 6.7716 0.737
6 69390 5E 9.5381 0.7626
6 69390 5I 9.3232 0.6806
6 69390 6E 0.1091 0.4683
6 69390 6I 8.0896 0.6819
7 69390 all 5.3009 0.5694
7 69390 2/3E 2.8703 0.4185
7 69390 2/3I 6.0465 0.5425
7 69390 4E 2.5302 0.4786
7 69390 4I 6.823 0.6751
7 69390 5E 9.9115 0.7254
7 69390 5I 9.5296 0.6306
7 69390 6E 0.0779 0.4497
7 69390 6I 8.2621 0.6351
8 69390 all 5.3126 0.5824
8 69390 2/3E 2.8444 0.4354
8 69390 2/3I 6.0217 0.5451
8 69390 4E 2.5219 0.4811
8 69390 4I 6.8086 0.7143
8 69390 5E 9.9843 0.7195
8 69390 5I 9.5348 0.6433
8 69390 6E 0.0904 0.4882
8 69390 6I 8.2056 0.6322
9 69390 all 5.2936 0.6033
9 69390 2/3E 2.8561 0.4767
9 69390 2/3I 6.0168 0.5552
9 69390 4E 2.5864 0.4922
9 69390 4I 6.8642 0.728
9 69390 5E 9.8964 0.7743
9 69390 5I 9.5178 0.6639
9 69390 6E 0.0819 0.4565
9 69390 6I 8.2365 0.68
0 73260 all 5.3221 0.598
0 73260 2/3E 2.884 0.436
0 73260 2/3I 6.0588 0.544
0 73260 4E 2.5623 0.4638
0 73260 4I 6.8207 0.7171
