Run NumNeurons Group meanFR meanCV
6 38556 6I 6.3496 0.4927
7 38556 all 3.8303 0.5151
7 38556 2/3E 1.7633 0.5116
7 38556 2/3I 4.5652 0.5368
7 38556 4E 3.9975 0.4752
7 38556 4I 5.5852 0.5432
7 38556 5E 6.5808 0.5391
7 38556 5I 8.0636 0.5153
7 38556 6E 0.0014 
7 38556 6I 6.3699 0.4849
8 38556 all 4.1922 0.513
8 38556 2/3E 1.9733 0.4832
8 38556 2/3I 5.1845 0.557
8 38556 4E 3.9983 0.4872
8 38556 4I 5.6519 0.5417
8 38556 5E 7.432 0.5284
8 38556 5I 8.2156 0.5185
8 38556 6E 0.0022 
8 38556 6I 6.5068 0.4751
9 38556 all 3.8373 0.5071
9 38556 2/3E 1.8955 0.4841
9 38556 2/3I 4.9108 0.5957
9 38556 4E 3.9046 0.4559
9 38556 4I 5.5481 0.5218
9 38556 5E 6.4264 0.5069
9 38556 5I 7.9963 0.5029
9 38556 6E 0.0017 
9 38556 6I 6.378 0.4827
0 42408 all 3.7808 0.5116
0 42408 2/3E 1.7283 0.4914
0 42408 2/3I 4.5893 0.5507
0 42408 4E 3.942 0.4578
0 42408 4I 5.4714 0.5442
0 42408 5E 6.475 0.5462
0 42408 5I 7.9867 0.5187
0 42408 6E 0.001 
0 42408 6I 6.3481 0.4719
1 42408 all 4.0058 0.5051
1 42408 2/3E 1.8534 0.487
1 42408 2/3I 4.9176 0.5501
1 42408 4E 4.0821 0.4716
1 42408 4I 5.5286 0.5212
1 42408 5E 6.9846 0.5148
1 42408 5I 8.1231 0.5068
1 42408 6E 0.0015 
1 42408 6I 6.416 0.4842
2 42408 all 4.4653 0.5818
2 42408 2/3E 2.2886 0.5213
2 42408 2/3I 5.6136 0.7627
2 42408 4E 3.9141 0.4735
2 42408 4I 5.8384 0.6065
2 42408 5E 7.8808 0.6625
2 42408 5I 8.5749 0.5412
2 42408 6E 0.0018 
2 42408 6I 6.6753 0.5046
3 42408 all 3.9937 0.5176
3 42408 2/3E 1.8603 0.494
3 42408 2/3I 5.0943 0.5532
3 42408 4E 3.8524 0.4712
3 42408 4I 5.5253 0.5347
3 42408 5E 6.9404 0.5458
3 42408 5I 8.1158 0.5265
3 42408 6E 0.001 
3 42408 6I 6.4235 0.4978
4 42408 all 3.7688 0.499
4 42408 2/3E 1.7083 0.4857
4 42408 2/3I 4.5824 0.5146
4 42408 4E 3.9269 0.4764
4 42408 4I 5.4411 0.5085
4 42408 5E 6.4556 0.521
4 42408 5I 8.0113 0.5096
4 42408 6E 0.0013 
4 42408 6I 6.3198 0.4772
5 42408 all 3.6139 0.4915
5 42408 2/3E 1.5559 0.4772
5 42408 2/3I 4.3308 0.4932
5 42408 4E 4.0399 0.4731
5 42408 4I 5.3838 0.5016
5 42408 5E 6.135 0.5092
5 42408 5I 7.9135 0.4992
5 42408 6E 0.002 
5 42408 6I 6.2284 0.4872
6 42408 all 3.6856 0.5053
6 42408 2/3E 1.6251 0.5052
6 42408 2/3I 4.465 0.5152
6 42408 4E 3.9623 0.4734
6 42408 4I 5.4175 0.522
6 42408 5E 6.2897 0.5214
6 42408 5I 7.9295 0.5021
6 42408 6E 0.0015 
6 42408 6I 6.2938 0.4979
7 42408 all 3.6575 0.4956
7 42408 2/3E 1.5466 0.4713
7 42408 2/3I 4.4888 0.5309
7 42408 4E 3.9917 0.4755
7 42408 4I 5.3603 0.4929
7 42408 5E 6.2709 0.5222
7 42408 5I 7.8876 0.503
7 42408 6E 0.001 
7 42408 6I 6.2531 0.4733
8 42408 all 3.8415 0.5141
8 42408 2/3E 1.7331 0.5078
8 42408 2/3I 4.6873 0.5351
8 42408 4E 3.9819 0.492
8 42408 4I 5.4545 0.528
8 42408 5E 6.6334 0.5333
8 42408 5I 8.0632 0.5029
8 42408 6E 0.0013 
8 42408 6I 6.3296 0.4998
9 42408 all 3.9231 0.5125
9 42408 2/3E 1.7628 0.4782
9 42408 2/3I 4.872 0.5318
9 42408 4E 3.9435 0.4904
9 42408 4I 5.4916 0.5575
9 42408 5E 6.8595 0.5231
9 42408 5I 8.002 0.5142
9 42408 6E 0.0008 
9 42408 6I 6.3765 0.4924
0 46278 all 3.4755 0.484
0 46278 2/3E 1.3524 0.463
0 46278 2/3I 4.2154 0.48
0 46278 4E 4.0876 0.468
0 46278 4I 5.3426 0.4878
0 46278 5E 5.9138 0.5097
0 46278 5I 7.7613 0.5044
0 46278 6E 0.0016 
0 46278 6I 6.1128 0.4748
1 46278 all 3.7098 0.5034
1 46278 2/3E 1.5501 0.4881
1 46278 2/3I 4.4307 0.508
1 46278 4E 4.038 0.4921
1 46278 4I 5.4475 0.5358
1 46278 5E 6.4367 0.5176
1 46278 5I 7.9726 0.5036
1 46278 6E 0.0019 
1 46278 6I 6.1963 0.4787
2 46278 all 3.5423 0.4885
2 46278 2/3E 1.4186 0.4641
2 46278 2/3I 4.2291 0.4885
2 46278 4E 4.1215 0.4818
2 46278 4I 5.3673 0.5094
2 46278 5E 6.0527 0.5058
2 46278 5I 7.8192 0.5037
2 46278 6E 0.0009 
2 46278 6I 6.1681 0.4664
3 46278 all 3.7808 0.5022
3 46278 2/3E 1.7481 0.4931
3 46278 2/3I 4.7118 0.5185
3 46278 4E 3.951 0.4903
3 46278 4I 5.4383 0.5228
3 46278 5E 6.4239 0.5133
3 46278 5I 7.9872 0.5015
3 46278 6E 0.0021 
3 46278 6I 6.3226 0.4758
4 46278 all 3.5257 0.5128
4 46278 2/3E 1.5536 0.5266
4 46278 2/3I 4.3422 0.5446
4 46278 4E 4.0076 0.4726
4 46278 4I 5.4043 0.5222
4 46278 5E 5.841 0.5278
4 46278 5I 7.8819 0.5126
4 46278 6E 0.0007 
4 46278 6I 6.1929 0.4829
5 46278 all 3.6654 0.4941
5 46278 2/3E 1.5501 0.463
5 46278 2/3I 4.4153 0.5126
5 46278 4E 4.0842 0.4831
5 46278 4I 5.392 0.5047
5 46278 5E 6.2871 0.5063
5 46278 5I 7.9215 0.5003
5 46278 6E 0.0002 
5 46278 6I 6.2234 0.4884
6 46278 all 3.7795 0.5044
6 46278 2/3E 1.6244 0.4874
6 46278 2/3I 4.5141 0.5269
6 46278 4E 3.9634 0.479
6 46278 4I 5.3642 0.5245
6 46278 5E 6.6126 0.5268
6 46278 5I 7.9178 0.5081
6 46278 6E 0.0014 
6 46278 6I 6.2865 0.4781
7 46278 all 3.6267 0.4919
7 46278 2/3E 1.5833 0.467
7 46278 2/3I 4.361 0.5026
7 46278 4E 4.0117 0.4827
7 46278 4I 5.3642 0.4988
7 46278 5E 6.1493 0.5114
7 46278 5I 7.9215 0.5004
7 46278 6E 0.0012 
7 46278 6I 6.2335 0.4805
8 46278 all 3.6479 0.4992
8 46278 2/3E 1.5944 0.4936
8 46278 2/3I 4.4062 0.513
8 46278 4E 4.0062 0.4805
8 46278 4I 5.4228 0.4843
8 46278 5E 6.1979 0.5277
8 46278 5I 7.9288 0.5105
8 46278 6E 0.0002 
8 46278 6I 6.2391 0.4852
9 46278 all 3.697 0.5046
9 46278 2/3E 1.7223 0.4771
9 46278 2/3I 4.5804 0.557
9 46278 4E 3.931 0.4693
9 46278 4I 5.4506 0.5363
9 46278 5E 6.2143 0.518
9 46278 5I 7.9202 0.4941
9 46278 6E 0.0007 
9 46278 6I 6.2865 0.4804
0 50112 all 3.4993 0.4986
0 50112 2/3E 1.4106 0.4923
0 50112 2/3I 4.2022 0.4983
0 50112 4E 4.1111 0.4811
0 50112 4I 5.3419 0.512
0 50112 5E 5.9196 0.5132
0 50112 5I 7.8352 0.5098
0 50112 6E 0.0004 
0 50112 6I 6.144 0.4838
1 50112 all 3.6235 0.5025
1 50112 2/3E 1.5422 0.4832
1 50112 2/3I 4.3616 0.5156
1 50112 4E 3.9866 0.4614
1 50112 4I 5.3618 0.5409
1 50112 5E 6.1819 0.5173
1 50112 5I 7.9241 0.5123
1 50112 6E 0.0015 
1 50112 6I 6.2337 0.4867
2 50112 all 3.6299 0.5012
2 50112 2/3E 1.5396 0.5002
2 50112 2/3I 4.3906 0.5122
2 50112 4E 4.0434 0.4713
2 50112 4I 5.3647 0.5104
2 50112 5E 6.1933 0.5255
2 50112 5I 7.9094 0.5021
2 50112 6E 0.0015 
2 50112 6I 6.2118 0.4865
3 50112 all 4.1472 0.537
3 50112 2/3E 2.0971 0.4864
3 50112 2/3I 5.3249 0.6962
3 50112 4E 3.9055 0.4767
3 50112 4I 5.6097 0.5524
3 50112 5E 7.1141 0.5445
3 50112 5I 8.3207 0.5185
3 50112 6E 0.0019 
3 50112 6I 6.5185 0.484
4 50112 all 3.745 0.497
4 50112 2/3E 1.7292 0.471
4 50112 2/3I 4.6719 0.5256
4 50112 4E 3.9355 0.4809
4 50112 4I 5.4274 0.5053
4 50112 5E 6.3359 0.511
4 50112 5I 7.9707 0.5084
4 50112 6E 0.0015 
4 50112 6I 6.3151 0.4766
5 50112 all 3.5439 0.4948
5 50112 2/3E 1.5217 0.4828
5 50112 2/3I 4.2877 0.4976
5 50112 4E 3.9764 0.4816
5 50112 4I 5.3419 0.5081
5 50112 5E 5.9687 0.5129
5 50112 5I 7.8504 0.5001
5 50112 6E 0.0009 
5 50112 6I 6.1888 0.4808
6 50112 all 3.5011 0.4973
6 50112 2/3E 1.4136 0.5002
6 50112 2/3I 4.2344 0.5019
6 50112 4E 4.1379 0.4732
6 50112 4I 5.3732 0.5122
6 50112 5E 5.912 0.514
6 50112 5I 7.8194 0.5024
6 50112 6E 0.0021 
6 50112 6I 6.1283 0.4771
7 50112 all 4.0043 0.5357
7 50112 2/3E 1.9452 0.5289
7 50112 2/3I 5.109 0.6507
7 50112 4E 3.97 0.4862
7 50112 4I 5.5328 0.5325
7 50112 5E 6.8657 0.5506
7 50112 5I 8.1165 0.5183
7 50112 6E 0.0015 
7 50112 6I 6.4204 0.4825
8 50112 all 3.4792 0.4934
8 50112 2/3E 1.4044 0.4751
8 50112 2/3I 4.2016 0.4893
8 50112 4E 4.122 0.4814
8 50112 4I 5.3276 0.5222
8 50112 5E 5.8627 0.5033
8 50112 5I 7.8087 0.4999
8 50112 6E 0.0006 
8 50112 6I 6.1221 0.4827
9 50112 all 3.5522 0.4911
9 50112 2/3E 1.497 0.4761
9 50112 2/3I 4.3003 0.4949
9 50112 4E 4.0275 0.485
9 50112 4I 5.3419 0.504
9 50112 5E 6.0001 0.5092
9 50112 5I 7.8757 0.4994
9 50112 6E 0.0015 
9 50112 6I 6.1857 0.4694
0 53982 all 3.5608 0.5018
0 53982 2/3E 1.4843 0.4965
0 53982 2/3I 4.2697 0.5054
0 53982 4E 4.0581 0.4784
0 53982 4I 5.3492 0.5293
0 53982 5E 6.0466 0.518
0 53982 5I 7.8539 0.511
0 53982 6E 0.0026 
0 53982 6I 6.1855 0.4741
1 53982 all 3.6181 0.5018
1 53982 2/3E 1.5817 0.4963
1 53982 2/3I 4.3842 0.5183
1 53982 4E 3.9484 0.4719
1 53982 4I 5.3439 0.5134
1 53982 5E 6.1311 0.5147
1 53982 5I 7.9077 0.5118
1 53982 6E 0.003 
1 53982 6I 6.228 0.4863
2 53982 all 3.6652 0.5051
2 53982 2/3E 1.5986 0.4878
2 53982 2/3I 4.5272 0.5346
2 53982 4E 3.8779 0.4779
2 53982 4I 5.2751 0.5158
2 53982 5E 6.2764 0.5227
2 53982 5I 7.8638 0.5092
2 53982 6E 0.0004 
2 53982 6I 6.2155 0.4874
3 53982 all 3.6864 0.5089
3 53982 2/3E 1.6045 0.5088
3 53982 2/3I 4.4723 0.5171
3 53982 4E 4.0095 0.4817
3 53982 4I 5.4021 0.5334
3 53982 5E 6.2995 0.5261
3 53982 5I 7.9374 0.5025
3 53982 6E 0.0008 
3 53982 6I 6.2638 0.4923
4 53982 all 3.442 0.4851
4 53982 2/3E 1.3519 0.4677
4 53982 2/3I 4.1317 0.4876
4 53982 4E 4.1422 0.4762
4 53982 4I 5.3069 0.4972
4 53982 5E 5.7972 0.4989
4 53982 5I 7.8013 0.4939
4 53982 6E 0.0006 
4 53982 6I 6.1169 0.4741
5 53982 all 3.3394 0.4933
5 53982 2/3E 1.2488 0.4825
5 53982 2/3I 4.0289 0.4977
5 53982 4E 4.1316 0.4707
5 53982 4I 5.2672 0.5247
5 53982 5E 5.5972 0.4955
5 53982 5I 7.7079 0.5021
5 53982 6E 0.001 
5 53982 6I 6.0473 0.4801
6 53982 all 3.8967 0.5077
6 53982 2/3E 1.748 0.4849
6 53982 2/3I 4.9143 0.5487
6 53982 4E 4.0367 0.4602
6 53982 4I 5.5185 0.5191
6 53982 5E 6.7502 0.5378
6 53982 5I 7.9979 0.513
6 53982 6E 0.0014 
6 53982 6I 6.3372 0.4905
7 53982 all 3.4573 0.5003
7 53982 2/3E 1.4232 0.5038
7 53982 2/3I 4.209 0.5073
7 53982 4E 3.9514 0.4852
7 53982 4I 5.2804 0.5073
7 53982 5E 5.8056 0.515
7 53982 5I 7.7783 0.5036
7 53982 6E 0.0016 
7 53982 6I 6.1614 0.4801
8 53982 all 3.5169 0.491
8 53982 2/3E 1.4079 0.4657
8 53982 2/3I 4.2247 0.4879
8 53982 4E 4.0474 0.4802
8 53982 4I 5.3228 0.5181
8 53982 5E 6.0068 0.5062
8 53982 5I 7.7715 0.4967
8 53982 6E 0.0012 
8 53982 6I 6.1459 0.4821
9 53982 all 3.6356 0.4991
9 53982 2/3E 1.511 0.4623
9 53982 2/3I 4.5609 0.5223
9 53982 4E 4.0136 0.4925
9 53982 4I 5.3148 0.5102
9 53982 5E 6.209 0.5164
9 53982 5I 7.891 0.5084
9 53982 6E 0.0014 
9 53982 6I 6.1952 0.4815
0 57834 all 3.7287 0.4977
0 57834 2/3E 1.6223 0.4795
0 57834 2/3I 4.77 0.5385
0 57834 4E 3.8695 0.4624
0 57834 4I 5.3605 0.4961
0 57834 5E 6.3885 0.5294
0 57834 5I 7.9401 0.5052
0 57834 6E 0.0013 
0 57834 6I 6.2448 0.4729
1 57834 all 3.4912 0.4856
1 57834 2/3E 1.413 0.4628
1 57834 2/3I 4.2922 0.4952
1 57834 4E 4.0039 0.4781
1 57834 4I 5.2889 0.5073
1 57834 5E 5.9095 0.4968
1 57834 5I 7.7714 0.4981
1 57834 6E 0.0013 
1 57834 6I 6.1201 0.4609
2 57834 all 3.7307 0.5113
2 57834 2/3E 1.7054 0.4593
2 57834 2/3I 4.6461 0.626
2 57834 4E 3.9983 0.4684
2 57834 4I 5.479 0.5288
2 57834 5E 6.298 0.5105
2 57834 5I 7.9907 0.5099
2 57834 6E 0.0019 
2 57834 6I 6.2809 0.4765
3 57834 all 3.5753 0.4938
3 57834 2/3E 1.4608 0.4855
3 57834 2/3I 4.332 0.5079
3 57834 4E 4.1172 0.4713
3 57834 4I 5.3407 0.4915
3 57834 5E 6.1029 0.5175
3 57834 5I 7.8246 0.5016
3 57834 6E 0.0002 
3 57834 6I 6.1725 0.4817
4 57834 all 3.4427 0.4927
4 57834 2/3E 1.4176 0.4671
4 57834 2/3I 4.1738 0.5016
4 57834 4E 4.0464 0.4747
4 57834 4I 5.284 0.5228
4 57834 5E 5.7561 0.5078
4 57834 5I 7.7797 0.5049
4 57834 6E 0.0011 
4 57834 6I 6.1093 0.47
5 57834 all 3.7917 0.5122
5 57834 2/3E 1.5754 0.5026
5 57834 2/3I 4.6946 0.5502
5 57834 4E 4.105 0.4705
5 57834 4I 5.4469 0.5317
5 57834 5E 6.6103 0.5373
5 57834 5I 7.961 0.5119
5 57834 6E 0.0011 
5 57834 6I 6.2683 0.4813
6 57834 all 3.4519 0.4864
6 57834 2/3E 1.4497 0.4764
6 57834 2/3I 4.2263 0.4983
6 57834 4E 4.0254 0.4752
6 57834 4I 5.3062 0.4745
6 57834 5E 5.7437 0.5083
6 57834 5I 7.7797 0.4958
6 57834 6E 0.0007 
6 57834 6I 6.1427 0.476
7 57834 all 3.4274 0.4842
7 57834 2/3E 1.3473 0.4718
7 57834 2/3I 4.1344 0.4869
7 57834 4E 4.1316 0.4745
7 57834 4I 5.3185 0.4854
7 57834 5E 5.7567 0.5033
7 57834 5I 7.7851 0.4897
7 57834 6E 0.0017 
7 57834 6I 6.112 0.4778
8 57834 all 3.5632 0.4981
8 57834 2/3E 1.4339 0.4825
8 57834 2/3I 4.2602 0.495
8 57834 4E 4.1095 0.4836
8 57834 4I 5.3358 0.5155
8 57834 5E 6.0904 0.5242
8 57834 5I 7.884 0.5015
8 57834 6E 0.0007 
8 57834 6I 6.1798 0.4846
9 57834 all 3.488 0.4851
9 57834 2/3E 1.3646 0.4563
9 57834 2/3I 4.1678 0.4909
9 57834 4E 4.1034 0.4712
9 57834 4I 5.3185 0.4921
9 57834 5E 5.9429 0.5146
9 57834 5I 7.8095 0.5053
9 57834 6E 0.0004 
9 57834 6I 6.1346 0.4651
0 61686 all 3.49 0.4919
0 61686 2/3E 1.4242 0.481
0 61686 2/3I 4.2407 0.4988
0 61686 4E 4.0404 0.4748
0 61686 4I 5.2847 0.4943
0 61686 5E 5.8954 0.5107
0 61686 5I 7.7961 0.4987
0 61686 6E 0.0019 
0 61686 6I 6.1196 0.485
1 61686 all 3.4597 0.4894
1 61686 2/3E 1.3627 0.4793
1 61686 2/3I 4.2325 0.5032
1 61686 4E 4.087 0.4711
1 61686 4I 5.3032 0.4777
1 61686 5E 5.8471 0.5129
1 61686 5I 7.7654 0.5094
1 61686 6E 0.0007 
1 61686 6I 6.112 0.4721
2 61686 all 3.6467 0.495
2 61686 2/3E 1.6238 0.4835
2 61686 2/3I 4.3925 0.4988
2 61686 4E 3.9819 0.4745
2 61686 4I 5.3542 0.5153
2 61686 5E 6.1827 0.5009
2 61686 5I 7.9154 0.5051
2 61686 6E 0.0009 
2 61686 6I 6.2375 0.487
3 61686 all 3.6718 0.4953
3 61686 2/3E 1.6474 0.4574
3 61686 2/3I 4.5384 0.5205
3 61686 4E 3.9472 0.4664
3 61686 4I 5.3356 0.529
3 61686 5E 6.2197 0.5049
3 61686 5I 7.9017 0.5114
3 61686 6E 0.0026 
3 61686 6I 6.2477 0.4775
4 61686 all 3.4059 0.4935
4 61686 2/3E 1.3481 0.4846
4 61686 2/3I 4.142 0.5006
4 61686 4E 4.0927 0.4761
4 61686 4I 5.287 0.5096
4 61686 5E 5.7004 0.5136
4 61686 5I 7.7563 0.4974
4 61686 6E 0.0023 
4 61686 6I 6.0823 0.4728
5 61686 all 3.3659 0.4856
5 61686 2/3E 1.3624 0.4872
5 61686 2/3I 4.0815 0.4884
5 61686 4E 4.0238 0.4599
5 61686 4I 5.2847 0.4976
5 61686 5E 5.5935 0.4957
5 61686 5I 7.7 0.5
5 61686 6E 0.0014 
5 61686 6I 6.0712 0.4702
6 61686 all 3.4587 0.4916
6 61686 2/3E 1.4129 0.4601
6 61686 2/3I 4.1875 0.4975
6 61686 4E 4.0824 0.4878
6 61686 4I 5.3125 0.5072
6 61686 5E 5.8032 0.5069
6 61686 5I 7.7833 0.5072
6 61686 6E 0.0005 
6 61686 6I 6.1213 0.4745
7 61686 all 3.4461 0.4911
7 61686 2/3E 1.4268 0.4752
7 61686 2/3I 4.1686 0.495
7 61686 4E 4.0404 0.4842
7 61686 4I 5.294 0.5032
7 61686 5E 5.7648 0.5042
7 61686 5I 7.7714 0.4937
7 61686 6E 0.0007 
7 61686 6I 6.112 0.4824
8 61686 all 3.4339 0.4919
8 61686 2/3E 1.4293 0.481
8 61686 2/3I 4.1909 0.5032
8 61686 4E 4.0109 0.4641
8 61686 4I 5.2778 0.4961
8 61686 5E 5.721 0.5088
8 61686 5I 7.7668 0.5055
8 61686 6E 0.0016 
8 61686 6I 6.1154 0.4845
9 61686 all 3.6176 0.5021
9 61686 2/3E 1.5933 0.4885
9 61686 2/3I 4.3908 0.5077
9 61686 4E 3.971 0.4782
9 61686 4I 5.3426 0.5287
9 61686 5E 6.1117 0.5128
9 61686 5I 7.9296 0.5104
9 61686 6E 0.0014 
9 61686 6I 6.2154 0.4885
0 65556 all 3.5537 0.4885
0 65556 2/3E 1.5175 0.4651
0 65556 2/3I 4.3618 0.5064
0 65556 4E 4.0151 0.4787
0 65556 4I 5.3399 0.4938
0 65556 5E 5.9853 0.5064
0 65556 5I 7.8221 0.4953
0 65556 6E 0.0005 
0 65556 6I 6.1935 0.4736
1 65556 all 3.4515 0.4908
1 65556 2/3E 1.3932 0.4734
1 65556 2/3I 4.1654 0.4911
1 65556 4E 4.0361 0.4724
1 65556 4I 5.2941 0.4989
1 65556 5E 5.8133 0.5117
1 65556 5I 7.7692 0.5029
1 65556 6E 0.001 
1 65556 6I 6.1346 0.4848
2 65556 all 3.3802 0.4883
2 65556 2/3E 1.328 0.4688
2 65556 2/3I 4.0887 0.4988
2 65556 4E 3.9942 0.4788
2 65556 4I 5.2157 0.4968
2 65556 5E 5.6877 0.5047
2 65556 5I 7.6888 0.4953
2 65556 6E 0.0015 
2 65556 6I 6.055 0.4751
3 65556 all 3.5885 0.5027
3 65556 2/3E 1.564 0.4986
3 65556 2/3I 4.4565 0.5485
3 65556 4E 4.037 0.4726
3 65556 4I 5.3573 0.4833
3 65556 5E 6.02 0.5239
3 65556 5I 7.8741 0.5102
3 65556 6E 0.0015 
3 65556 6I 6.1896 0.4819
4 65556 all 3.4523 0.4887
4 65556 2/3E 1.3911 0.4787
4 65556 2/3I 4.1775 0.494
4 65556 4E 4.0083 0.4736
4 65556 4I 5.2636 0.5002
4 65556 5E 5.8273 0.5061
4 65556 5I 7.7645 0.4975
4 65556 6E 0.0008 
4 65556 6I 6.1083 0.4709
5 65556 all 3.6093 0.4968
5 65556 2/3E 1.5162 0.4647
5 65556 2/3I 4.3997 0.5094
5 65556 4E 4.0336 0.4772
5 65556 4I 5.342 0.5219
5 65556 5E 6.158 0.5165
5 65556 5I 7.8582 0.5043
5 65556 6E 0.002 
5 65556 6I 6.1943 0.4834
6 65556 all 3.3905 0.4921
6 65556 2/3E 1.3053 0.4921
6 65556 2/3I 4.0774 0.4945
6 65556 4E 4.0697 0.488
6 65556 4I 5.2593 0.4872
6 65556 5E 5.7166 0.509
6 65556 5I 7.7296 0.5006
6 65556 6E 0.001 
6 65556 6I 6.0773 0.4733
7 65556 all 3.4875 0.49
7 65556 2/3E 1.4283 0.4716
7 65556 2/3I 4.1734 0.485
7 65556 4E 4.0556 0.4684
7 65556 4I 5.3072 0.5246
7 65556 5E 5.8915 0.5028
7 65556 5I 7.8006 0.5043
7 65556 6E 0.0015 
7 65556 6I 6.137 0.4733
8 65556 all 3.3809 0.4912
8 65556 2/3E 1.2572 0.4819
8 65556 2/3I 4.0089 0.4862
8 65556 4E 4.1233 0.4806
8 65556 4I 5.2549 0.5001
8 65556 5E 5.7432 0.4999
8 65556 5I 7.706 0.5048
8 65556 6E 0.002 
8 65556 6I 6.0566 0.4847
9 65556 all 3.3662 0.4909
9 65556 2/3E 1.3753 0.4803
9 65556 2/3I 4.0952 0.4868
9 65556 4E 4.0039 0.4814
9 65556 4I 5.2505 0.5097
9 65556 5E 5.5766 0.5025
9 65556 5I 7.718 0.5009
9 65556 6E 0.0018 
9 65556 6I 6.0844 0.4746
0 69390 all 3.3417 0.4911
0 69390 2/3E 1.3018 0.4809
0 69390 2/3I 4.0461 0.4913
0 69390 4E 4.112 0.4811
0 69390 4I 5.2737 0.5026
0 69390 5E 5.553 0.5062
0 69390 5I 7.7164 0.4957
0 69390 6E 0.0008 
0 69390 6I 6.0588 0.4797
1 69390 all 3.4123 0.4888
1 69390 2/3E 1.268 0.4818
1 69390 2/3I 4.1002 0.4883
1 69390 4E 4.1134 0.4902
1 69390 4I 5.2572 0.4945
1 69390 5E 5.812 0.4984
1 69390 5I 7.7388 0.4983
1 69390 6E 0.0011 
1 69390 6I 6.0708 0.4702
2 69390 all 3.409 0.491
2 69390 2/3E 1.3657 0.465
2 69390 2/3I 4.1578 0.5057
2 69390 4E 4.0669 0.4712
2 69390 4I 5.3004 0.5121
2 69390 5E 5.6984 0.508
2 69390 5I 7.7339 0.5003
2 69390 6E 0.0012 
2 69390 6I 6.0979 0.4748
3 69390 all 3.4035 0.4877
3 69390 2/3E 1.3657 0.4677
3 69390 2/3I 4.1231 0.4794
3 69390 4E 4.0401 0.4781
3 69390 4I 5.2798 0.5048
3 69390 5E 5.6963 0.5032
3 69390 5I 7.7363 0.5044
3 69390 6E 0.0017 
3 69390 6I 6.0829 0.4765
4 69390 all 3.5403 0.4829
4 69390 2/3E 1.4789 0.46
4 69390 2/3I 4.2657 0.4908
4 69390 4E 4.0171 0.463
4 69390 4I 5.3004 0.4959
4 69390 5E 6.0065 0.5046
4 69390 5I 7.8208 0.4944
4 69390 6E 0.0011 
4 69390 6I 6.1605 0.4714
5 69390 all 3.3585 0.4867
5 69390 2/3E 1.3398 0.4673
5 69390 2/3I 4.0797 0.4875
5 69390 4E 4.0798 0.4787
5 69390 4I 5.284 0.504
5 69390 5E 5.5687 0.4978
5 69390 5I 7.7177 0.4914
5 69390 6E 0.0014 
5 69390 6I 6.0919 0.4802
6 69390 all 3.4027 0.4923
6 69390 2/3E 1.3526 0.4699
6 69390 2/3I 4.1464 0.4943
6 69390 4E 4.0373 0.485
6 69390 4I 5.2695 0.5237
6 69390 5E 5.703 0.5042
6 69390 5I 7.7225 0.4987
6 69390 6E 0.0009 
6 69390 6I 6.0979 0.4699
7 69390 all 3.4285 0.4901
7 69390 2/3E 1.3454 0.4912
7 69390 2/3I 4.1361 0.4745
7 69390 4E 4.0692 0.4762
7 69390 4I 5.3045 0.5074
7 69390 5E 5.7854 0.5094
7 69390 5I 7.7607 0.5018
7 69390 6E 0.0009 
7 69390 6I 6.0949 0.4704
8 69390 all 3.3991 0.4926
8 69390 2/3E 1.3854 0.4527
8 69390 2/3I 4.1902 0.5005
8 69390 4E 3.9682 0.4963
8 69390 4I 5.2634 0.5042
8 69390 5E 5.6673 0.5098
8 69390 5I 7.703 0.5005
8 69390 6E 0.0008 
8 69390 6I 6.1032 0.4843
9 69390 all 3.3811 0.4903
9 69390 2/3E 1.2902 0.4611
9 69390 2/3I 4.0583 0.4884
9 69390 4E 4.1047 0.4775
9 69390 4I 5.2737 0.5128
9 69390 5E 5.6956 0.5075
9 69390 5I 7.7327 0.4941
9 69390 6E 0.0012 
9 69390 6I 6.0663 0.4909
0 73260 all 3.5873 0.4892
0 73260 2/3E 1.5125 0.489
0 73260 2/3I 4.329 0.4889
0 73260 4E 4.0061 0.471
0 73260 4I 5.308 0.5025
0 73260 5E 6.109 0.5062
0 73260 5I 7.8612 0.5028
0 73260 6E 0.0018 
0 73260 6I 6.1937 0.4641
1 73260 all 3.5574 0.4839
1 73260 2/3E 1.5269 0.4656
1 73260 2/3I 4.3452 0.4913
1 73260 4E 4.0533 0.4723
1 73260 4I 5.3548 0.4942
1 73260 5E 5.9772 0.4965
1 73260 5I 7.8581 0.502
1 73260 6E 0.0019 
1 73260 6I 6.1681 0.4655
2 73260 all 3.5391 0.4893
2 73260 2/3E 1.4105 0.4745
2 73260 2/3I 4.2421 0.4914
2 73260 4E 4.1074 0.4735
2 73260 4I 5.3314 0.5142
2 73260 5E 6.0506 0.5046
2 73260 5I 7.8304 0.4975
2 73260 6E 0.0013 
2 73260 6I 6.1403 0.4695
3 73260 all 3.3788 0.4875
3 73260 2/3E 1.3325 0.4703
3 73260 2/3I 4.0967 0.4966
3 73260 4E 4.0493 0.4794
3 73260 4I 5.2476 0.4881
3 73260 5E 5.6517 0.5058
3 73260 5I 7.7182 0.5011
3 73260 6E 0.0012 
3 73260 6I 6.0769 0.4712
4 73260 all 3.3571 0.4854
4 73260 2/3E 1.3826 0.4639
4 73260 2/3I 4.1443 0.4929
4 73260 4E 3.9908 0.4857
4 73260 4I 5.2476 0.4861
